Year,Revenue,EBITDA,EBITDA_Margin,CapEx,FCF,PV_FCF
FY25,681929885.4480001,36208917.024000004,0.05309771253127032,7501228.739928001,19655459.028072003,17868599.116429094
FY26,716026379.7204001,38019362.8752,0.05309771253127032,7876290.176924401,20638231.979475603,17056390.065682314
FY27,751827698.7064202,39920331.018960014,0.05309771253127032,8270104.6857706215,21670143.57844939,16281099.608151304
FY28,774382529.6676128,41117940.94952881,0.05309771253127032,7743825.296676128,23094630.41547048,15773943.320449747
FY29,797614005.5576411,42351479.17801467,0.05309771253127032,7976140.055576412,23787469.327934593,14770146.927330215
