Movement, Parent, Alias: Default, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Plan Type (Consol), Aggregation (Consol), Data Storage (Consol), Formula (Consol), Solve Order (Consol), Formula Description (Consol), Is Default Movement, Operation
Mvmts_Revolver Draw / (Paydown),FCC_Mvmts_Revolver Draw,Revolver Draw / (Paydown),false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,fce98967-2e84-4760-aa92-4dcdd960d19b,1678766218430951,Mvmts_Revolver Draw / (Paydown),[FCC_Mvmts_Revolver Draw].[Mvmts_Revolver Draw / (Paydown)],true,-,shared,<none>,0,,,
FCC_Mvmts_Term Loan Draw,Total Cash From Financing,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,5850c00c-4e77-458b-8549-352169f13775,3491559967641427,FCC_Mvmts_Term Loan Draw,<none>,true,+,dynamic calc,<none>,0,,,
Mvmts_Term Loan Draw / (Paydown),FCC_Mvmts_Term Loan Draw,Term Loan Draw / (Paydown),false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,e97a95e2-ac19-437a-bbcf-63bba7e57639,2821717487339160,Mvmts_Term Loan Draw / (Paydown),[FCC_Mvmts_Term Loan Draw].[Mvmts_Term Loan Draw / (Paydown)],true,-,shared,<none>,0,,,
FCC_Mvmts_Debt Issuance Costs,Total Cash From Financing,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,b34a8a9e-463b-436c-b6c7-bea0a1628576,3319997423698113,FCC_Mvmts_Debt Issuance Costs,<none>,true,+,dynamic calc,<none>,0,,,
Mvmts_Debt Issuance Costs,FCC_Mvmts_Debt Issuance Costs,Debt Issuance Costs,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,5099fde5-8d78-4216-b9b4-e4ca1aed90e8,2844337365534143,Mvmts_Debt Issuance Costs,[FCC_Mvmts_Debt Issuance Costs].[Mvmts_Debt Issuance Costs],true,-,shared,<none>,0,,,
FCC_Mvmts_Other Debt Draw,Total Cash From Financing,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,6e24b715-8407-4f5c-bdc8-c118839176ef,3108580351102485,FCC_Mvmts_Other Debt Draw,<none>,true,+,dynamic calc,<none>,0,,,
Mvmts_Other Debt Draw / (Paydown),FCC_Mvmts_Other Debt Draw,Other Debt Draw / (Paydown),false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,8e8a6961-c743-402a-b214-b43a22e24d4e,3148393712469930,Mvmts_Other Debt Draw / (Paydown),[FCC_Mvmts_Other Debt Draw].[Mvmts_Other Debt Draw / (Paydown)],true,-,shared,<none>,0,,,
FCC_Mvmts_Finance Lease Liabilities,Total Cash From Financing,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,e3ec8698-0cc6-4a47-9cfc-6c76a0385aca,960501804058599,FCC_Mvmts_Finance Lease Liabilities,<none>,true,+,dynamic calc,<none>,0,,,
Mvmts_Finance Lease Liabilities,FCC_Mvmts_Finance Lease Liabilities,Finance Lease Liabilities,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,61ba690d-2585-4ed0-9e66-174459f9dde3,3974622260250513,Mvmts_Finance Lease Liabilities,[FCC_Mvmts_Finance Lease Liabilities].[Mvmts_Finance Lease Liabilities],true,-,shared,<none>,0,,,
FCC_Mvmts_Contingent Consideration,Total Cash From Financing,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,87b651a9-e658-416b-8307-dcc69edef71a,1536827872133389,FCC_Mvmts_Contingent Consideration,<none>,true,+,dynamic calc,<none>,0,,,
Mvmts_Contingent Consideration,FCC_Mvmts_Contingent Consideration,Contingent Consideration,false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,e1ce153c-aaf1-49cf-b826-f67a1e0a59e9,4377459485197215,Mvmts_Contingent Consideration,[FCC_Mvmts_Contingent Consideration].[Mvmts_Contingent Consideration],true,-,shared,<none>,0,,,
FCC_Mvmts_Equity Proceeds / (Distributions),Total Cash From Financing,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,228bf51f-1a24-4d01-9f05-d7e037eba084,3710841451006758,FCC_Mvmts_Equity Proceeds / (Distributions),<none>,true,+,dynamic calc,<none>,0,,,
Mvmts_Equity Proceeds / (Distributions),FCC_Mvmts_Equity Proceeds / (Distributions),Equity Proceeds / (Distributions),false,shared,false,,<none>,<none>,,,unspecified,none,,,,false,true,ea293073-0f21-4b2b-ba62-91e472ab85f5,2599598940573446,Mvmts_Equity Proceeds / (Distributions),[FCC_Mvmts_Equity Proceeds / (Distributions)].[Mvmts_Equity Proceeds / (Distributions)],true,-,shared,<none>,0,,,
